City,Date,Lat,Lng,Name,Popularity
"New Orleans, LA, US",2018-09-13,29.95167,-90.0784,"Jay-Z and Beyoncé at Mercedes-Benz Superdome (September 13, 2018)",0.723368
"Arlington, TX, US",2018-09-11,32.7479,-97.09291,"Beyoncé and Jay-Z at AT&T Stadium (September 11, 2018)",0.723101
"Miami, FL, US",2018-08-31,25.68701,-80.35159,"Beyoncé and Jay-Z at Hard Rock Stadium (August 31, 2018)",0.722258
"Orlando, FL, US",2018-08-29,28.5389,-81.40334,"Jay-Z and Beyoncé at Camping World Stadium (August 29, 2018)",0.722082
"Atlanta, GA, US",2018-08-26,33.75769,-84.40083,"Beyoncé and Jay-Z at Mercedes-benz Stadium (August 26, 2018)",0.72181
"Atlanta, GA, US",2018-08-25,33.75769,-84.40083,"Beyoncé and Jay-Z at Mercedes-benz Stadium (August 25, 2018)",0.721726
"Nashville, TN, US",2018-08-23,36.14876,-86.803,"Beyoncé and Jay-Z at Vanderbilt Stadium (August 23, 2018)",0.721573
"Columbia, SC, US",2018-08-21,33.9736,-81.02091,"Beyoncé and Jay-Z at Williams-Brice Stadium (August 21, 2018)",0.721431
"Orchard Park, NY, US",2018-08-18,42.77327,-78.78586,"Beyoncé and Jay-Z at New Era Field (August 18, 2018)",0.721187
"Columbus, OH, US",2018-08-16,40.00368,-83.01938,"Beyoncé and Jay-Z at Ohio Stadium (August 16, 2018)",0.721009
"Detroit, MI, US",2018-08-13,42.33848,-83.04593,"Beyoncé and Jay-Z at Ford Field (August 13, 2018)",0.720679
"Chicago, IL, US",2018-08-11,41.86611,-87.61729,"Beyoncé and Jay-Z at Soldier Field (August 11, 2018)",0.720537
"Chicago, IL, US",2018-08-10,41.86611,-87.61729,"Beyoncé and Jay-Z at Soldier Field (August 10, 2018)",0.720474
"Minneapolis, MN, US",2018-08-08,44.9714,-93.2545,"Beyoncé and Jay-Z at U.S. Bank Stadium (August 8, 2018)",0.720312
"Foxborough, MA, US",2018-08-05,42.09119,-71.26689,"Beyoncé and Jay-Z at Gillette Stadium (August 5, 2018)",0.720049
"East Rutherford, NJ, US",2018-08-03,40.81421,-74.07369,"Beyoncé and Jay-Z at MetLife Stadium (August 3, 2018)",0.71991
"East Rutherford, NJ, US",2018-08-02,40.81421,-74.07369,"Beyoncé and Jay-Z at MetLife Stadium (August 2, 2018)",0.719839
"Philadelphia, PA, US",2018-07-30,39.90077,-75.16753,"Beyoncé and Jay-Z at Lincoln Financial Field (July 30, 2018)",0.719597
"Landover, MD, US",2018-07-28,38.90699,-76.86545,"Beyoncé and Jay-Z at FedEx Field (July 28, 2018)",0.719451
"Landover, MD, US",2018-07-27,38.90699,-76.86545,"Beyoncé and Jay-Z at FedEx Field (July 27, 2018)",0.719347
"Cleveland, OH, US",2018-07-25,41.50522,-81.6985,"Beyoncé and Jay-Z at Firstenergy Stadium (July 25, 2018)",0.719177
"Nice, France",2018-07-17,43.703893,7.1908944,"Jay-Z and Beyoncé at Allianz Riviera (July 17, 2018)",0.718473
"Saint-Denis, France",2018-07-15,48.9315523,2.3563278,"Beyoncé and Jay-Z at Stade De France (July 15, 2018)",0.718333
"Saint-Denis, France",2018-07-14,48.9315523,2.3563278,"Beyoncé and Jay-Z at Stade De France (July 14, 2018)",0.718275
"Barcelona, Spain",2018-07-11,41.3833,2.18333,"Beyoncé and Jay-Z at Olympic Arena (July 11, 2018)",0.718029
"Rome, Italy",2018-07-08,41.9402651,12.4809055,"Beyoncé and Jay-Z at Stadio Olimpico (July 8, 2018)",0.717768
"Milan, Italy",2018-07-06,45.4780544,9.1238987,"Jay-Z and Beyoncé at San Siro (July 6, 2018)",0.717601
"Cologne, Germany",2018-07-03,50.9378296,6.8626787,"Beyoncé and Jay-Z at RheinEnergieStadion (July 3, 2018)",0.71733
"Warsaw, Poland",2018-06-30,52.239469,21.0458004,"Beyoncé and Jay-Z at National Stadium (Stadion Narodowy) (June 30, 2018)",0.717136
"Berlin, Germany",2018-06-28,52.51447,13.24323,"Jay-Z and Beyoncé at Olympiastadion (June 28, 2018)",0.717012
"Solna, Sweden",2018-06-25,59.3688791,18.0084334,"Beyoncé and Jay-Z at Friends Arena (June 25, 2018)",0.716742
"Copenhagen, Denmark",2018-06-23,55.6667,12.5833,"Beyoncé and Jay-Z at Parken Stadium (June 23, 2018)",0.716597
"Amsterdam, Netherlands",2018-06-20,52.3143277,4.9409269,"Jay-Z and Beyoncé at Amsterdam ArenA (June 20, 2018)",0.71627
"Amsterdam, Netherlands",2018-06-19,52.3143277,4.9409269,"Jay-Z and Beyoncé at Amsterdam ArenA (June 19, 2018)",0.716128
"London, UK",2018-06-16,51.5432665,-0.0124774,"Beyoncé and Jay-Z at London Stadium (June 16, 2018)",0.715824
"London, UK",2018-06-15,51.5432665,-0.0124774,"Beyoncé and Jay-Z at London Stadium (June 15, 2018)",0.715727
"Manchester, UK",2018-06-13,53.4829255,-2.2044997,"Beyoncé and Jay-Z at Etihad Stadium (June 13, 2018)",0.715479
"Glasgow, UK",2018-06-09,55.8245708,-4.2573604,"Beyoncé and Jay-Z at Hampden Park (June 9, 2018)",0.715079
"Cardiff, UK",2018-06-06,51.4788837,-3.1786871,"Beyoncé and Jay-Z at Principality Stadium (June 6, 2018)",0.714788
"Indio, CA, US",2018-04-20,33.68233,-116.23892,Coachella 2018,0.89621
"Indio, CA, US",2018-04-13,33.68233,-116.23892,Coachella 2018,0.89621
"Nashville, TN, US",2016-10-02,36.1661644,-86.7717047,"Beyoncé at Nissan Stadium (October 2, 2016)",0.700427
"Philadelphia, PA, US",2016-09-29,39.9007654,-75.1675344,"Beyoncé at Lincoln Financial Field (September 29, 2016)",0.700148
"Atlanta, GA, US",2016-09-26,33.7561605,-84.3996192,"Beyoncé at Georgia Dome (September 26, 2016)",0.699858
"New Orleans, LA, US",2016-09-24,29.9516701,-90.0784038,"Beyoncé at Mercedes-Benz Superdome (September 24, 2016)",0.699676
"Houston, TX, US",2016-09-22,29.68593,-95.40334,"Beyoncé at NRG Stadium (September 22, 2016)",0.695407
"Santa Clara, CA, US",2016-09-17,37.4046362,-121.9692967,"Beyoncé at Levi's Stadium (September 17, 2016)",0.694649
"Los Angeles, CA, US",2016-09-14,34.0732204,-118.2409737,"Beyoncé at Dodger Stadium (September 14, 2016)",0.694408
"East Rutherford, NJ, US",2016-09-07,40.8142092,-74.0736902,"Beyoncé at MetLife Stadium (September 7, 2016)",0.693741
"Barcelona, Spain",2016-08-03,41.3634164,2.1570941,"Beyoncé at Estadi Olímpic Lluís Companys (August 3, 2016)",0.690349
"Brussels, Belgium",2016-07-31,50.8953573,4.33338,"Beyoncé at Stade Roi Baudouin / Koning Boudewijn Stadion (July 31, 2016)",0.698991
"Frankfurt, Germany",2016-07-29,50.0645117,8.6518809,"Beyoncé at Commerzbank Arena (July 29, 2016)",0.689798
"Solna, Sweden",2016-07-26,59.3688791,18.0084334,"Beyoncé at Friends Arena (July 26, 2016)",0.689394
"Copenhagen, Denmark",2016-07-24,55.702742,12.570548,"Beyoncé at Parken (July 24, 2016)",0.689086
"Saint-Denis, France",2016-07-21,48.9315523,2.3563278,"Beyoncé at Stade De France (July 21, 2016)",0.691905
"Milan, Italy",2016-07-18,45.4780544,9.1238987,"Beyoncé at San Siro (July 18, 2016)",0.68837
"Amsterdam, Netherlands",2016-07-16,52.3143277,4.9409269,"Beyoncé at Amsterdam ArenA (July 16, 2016)",0.700547
"Zürich, Switzerland",2016-07-14,47.3834334,8.5063464,"Beyoncé at Letzigrund Stadion (July 14, 2016)",0.687906
"Düsseldorf, Germany",2016-07-12,51.26034,6.7333,"Beyoncé at Merkur Spiel-Arena (July 12, 2016)",0.722082
"Dublin, Ireland",2016-07-09,53.3623926,-6.2520328,"Beyoncé at Croke Park (July 9, 2016)",0.700491
"Glasgow, UK",2016-07-07,55.8245708,-4.2573604,"Beyoncé at Hampden Park (July 7, 2016)",0.686818
"Manchester, UK",2016-07-05,53.6179517,-2.1750031,"Beyoncé at Emirates Old Trafford Cricket Ground (July 5, 2016)",0.686572
"London, UK",2016-07-03,51.5567009,-0.2796655,"Beyoncé with Jess Glynne and Section Boyz at Wembley Stadium (July 3, 2016)",0.717439
"London, UK",2016-07-02,51.5567009,-0.2796655,"Beyoncé at Wembley Stadium (July 2, 2016)",0.68627
"Cardiff, UK",2016-06-30,51.4788837,-3.1786871,"Beyoncé at Principality Stadium (June 30, 2016)",0.686015
"Sunderland, UK",2016-06-28,54.9140634,-1.3892995,"Beyoncé at Stadium of Light (June 28, 2016)",0.685674
"Los Angeles, CA, US",2016-06-26,34.04429,-118.2656,"Beyoncé, Young Thug, Fat Joe, Chloe and Halle, and 22 more… at Microsoft Theater (June 26, 2016)",0.720208
"Detroit, MI, US",2016-06-14,42.3384845,-83.0459343,"Beyoncé at Ford Field (June 14, 2016)",0.683947
"Hershey, PA, US",2016-06-12,40.2926999,-76.6541182,"Beyoncé at Hersheypark Stadium (June 12, 2016)",0.683621
"Baltimore, MD, US",2016-06-10,39.279287,-76.622096,"Beyoncé at M&T Bank Stadium (June 10, 2016)",0.683387
"Flushing, NY, US",2016-06-08,40.7553744,-73.8432198,"Beyoncé at Citi Field (June 8, 2016)",0.683123
"Flushing, NY, US",2016-06-07,40.7553744,-73.8432198,"Beyoncé at Citi Field (June 7, 2016)",0.682998
"Philadelphia, PA, US",2016-06-05,39.9007654,-75.1675344,"Beyoncé at Lincoln Financial Field (June 5, 2016)",0.682656
"Foxborough, MA, US",2016-06-03,42.091188,-71.266889,"Beyoncé at Gillette Stadium (June 3, 2016)",0.700511
"Pittsburgh, PA, US",2016-05-31,40.446093,-80.015942,"Beyoncé at Heinz Field (May 31, 2016)",0.682015
"Detroit, MI, US",2016-05-29,42.3384845,-83.0459343,"Beyoncé at Ford Field (May 29, 2016)",0.681749
"Chicago, IL, US",2016-05-28,41.866113,-87.6172935,"Beyoncé at Soldier Field (May 28, 2016)",0.68163
"Chicago, IL, US",2016-05-27,41.866113,-87.6172935,"Beyoncé at Soldier Field (May 27, 2016)",0.681501
"Toronto, ON, Canada",2016-05-25,43.641658,-79.3918064,"Beyoncé at Rogers Centre (May 25, 2016)",0.681253
"Minneapolis, MN, US",2016-05-23,44.977032,-93.2296439,"Beyoncé at TCF Bank Stadium (May 23, 2016)",0.680914
"Edmonton, AB, Canada",2016-05-20,53.5586036,-113.4742704,"Beyoncé at Commonwealth Stadium / Stade du Commonwealth (May 20, 2016)",0.680489
"Seattle, WA, US",2016-05-18,47.594181,-122.3332315,"Beyoncé at CenturyLink Field (May 18, 2016)",0.680167
"Santa Clara, CA, US",2016-05-16,37.4046362,-121.9692967,"Beyoncé at Levi's Stadium (May 16, 2016)",0.679786
"Pasadena, CA, US",2016-05-14,34.1609679,-118.1674702,"Beyoncé at Rose Bowl (May 14, 2016)",0.679513
"San Diego, CA, US",2016-05-12,32.7840213,-117.1200295,"Beyoncé at Qualcomm Stadium (May 12, 2016)",0.679276
"Arlington, TX, US",2016-05-09,32.747904,-97.092909,"Beyoncé at AT&T Stadium (May 9, 2016)",0.678904
"Houston, TX, US",2016-05-07,29.68593,-95.40334,"Beyoncé at NRG Stadium (May 7, 2016)",0.695407
"Nashville, TN, US",2016-05-05,36.1661644,-86.7717047,"Beyoncé at Nissan Stadium (May 5, 2016)",0.68954
"Raleigh, NC, US",2016-05-03,35.8010729,-78.7189829,"Beyoncé at Carter-Finley Stadium, NCSU (May 3, 2016)",0.678265
"Atlanta, GA, US",2016-05-01,33.7561605,-84.3996192,"Beyoncé at Georgia Dome (May 1, 2016)",0.677947
"Tampa, FL, US",2016-04-29,27.9763941,-82.5041993,"Beyoncé at Raymond James Stadium (April 29, 2016)",0.677719
"Miami, FL, US",2016-04-27,25.7779581,-80.2196633,"Beyoncé at Marlins Park (April 27, 2016)",0.677392
"Barcelona, Spain",2016-03-08,41.3634164,2.1570941,"Beyoncé at Estadi Olímpic Lluís Companys (March 8, 2016)",0.677392
"Brooklyn, NY, US",2015-10-20,40.6834879,-73.9760265,"Beyoncé, Damian 'Jr Gong' Marley, Indochine, Jay-Z, and 13 more… at Barclays Center (October 20, 2015)",0.708163
"New York, NY, US",2015-09-26,40.7700703,-73.9580246,Global Citizen Festival 2015,1.0
"Philadelphia, PA, US",2015-09-05,39.96021,-75.17355,Made in America Festival 2015,0.723474
"Saint-Denis, France",2014-09-13,48.9315523,2.3563278,"Beyoncé and Jay-Z at Stade De France (September 13, 2014)",0.691905
"Villeurbanne, France",2014-09-13,45.771944,4.8901709,"Beyoncé with Jay-Z at Metro Et Sortie Cusset (September 13, 2014)",0.649994
"Saint-Denis, France",2014-09-12,48.9315523,2.3563278,"Beyoncé and Jay-Z at Stade De France (September 12, 2014)",0.691905
"San Francisco, CA, US",2014-08-06,37.7781428,-122.3908715,"Beyoncé and Jay-Z at AT&T Park (August 6, 2014)",0.649994
"San Francisco, CA, US",2014-08-05,37.7781428,-122.3908715,"Beyoncé and Jay-Z at AT&T Park (August 5, 2014)",0.649994
"Pasadena, CA, US",2014-08-03,34.1609679,-118.1674702,"Jay-Z and Beyoncé at Rose Bowl (August 3, 2014)",0.649994
"Pasadena, CA, US",2014-08-02,34.1609679,-118.1674702,"Beyoncé and Jay-Z at Rose Bowl (August 2, 2014)",0.649994
"Seattle, WA, US",2014-07-30,47.5914878,-122.3322481,"Beyoncé and Jay-Z at Safeco Field (July 30, 2014)",0.649994
"Winnipeg, MB, Canada",2014-07-27,49.8045252,-97.1481018,"Beyoncé and Jay-Z at Investors Group Field (July 27, 2014)",0.649994
"Chicago, IL, US",2014-07-24,41.866113,-87.6172935,"Beyoncé and Jay-Z at Soldier Field (July 24, 2014)",0.649994
"Arlington, TX, US",2014-07-22,32.747904,-97.092909,"Beyoncé and Jay-Z at AT&T Stadium (July 22, 2014)",0.649994
"New Orleans, LA, US",2014-07-20,29.9516701,-90.0784038,"Beyoncé and Jay-Z at Mercedes-Benz Superdome (July 20, 2014)",0.649994
"Houston, TX, US",2014-07-18,29.7568158,-95.3572938,"Beyoncé and Jay-Z at Minute Maid Park (July 18, 2014)",0.649994
"Atlanta, GA, US",2014-07-15,33.7561605,-84.3996192,"Beyoncé and Jay-Z at Georgia Dome (July 15, 2014)",0.649994
"East Rutherford, NJ, US",2014-07-12,40.8142092,-74.0736902,"Jay-Z and Beyoncé at MetLife Stadium (July 12, 2014)",0.649994
"East Rutherford, NJ, US",2014-07-11,40.8142092,-74.0736902,"Beyoncé and Jay-Z at MetLife Stadium (July 11, 2014)",0.649994
"Toronto, ON, Canada",2014-07-09,43.641658,-79.3918064,"Beyoncé and Jay-Z at Rogers Centre (July 9, 2014)",0.649994
"Baltimore, MD, US",2014-07-07,39.279287,-76.622096,"Beyoncé and Jay-Z at M&T Bank Stadium (July 7, 2014)",0.649994
"Philadelphia, PA, US",2014-07-05,39.9525839,-75.1652215,"Beyoncé and Jay-Z at Citizens Bank Park (July 5, 2014)",0.700481
"Foxborough, MA, US",2014-07-01,42.091188,-71.266889,"Beyoncé and Jay-Z at Gillette Stadium (July 1, 2014)",0.700511
"Cincinnati, OH, US",2014-06-28,39.1356486,-84.7058114,"Beyoncé and Jay-Z at Great American Ball Park (June 28, 2014)",0.649994
"Miami, FL, US",2014-06-25,25.9578662,-80.2387705,"Beyoncé and Jay-Z at Sun Life Stadium (June 25, 2014)",0.700519
"Lisbon, Portugal",2014-03-27,38.7685025,-9.0940898,"Beyoncé at Altice Arena (March 27, 2014)",0.695959
"Lisbon, Portugal",2014-03-26,38.7685025,-9.0940898,"Beyoncé at Altice Arena (March 26, 2014)",0.695959
"Barcelona, Spain",2014-03-24,41.3624135,2.1556646,"Beyoncé at Palau Sant Jordi (March 24, 2014)",0.649994
"Antwerp, Belgium",2014-03-21,51.2307931,4.4423175,"Beyoncé at Sportpaleis (March 21, 2014)",0.702204
"Antwerp, Belgium",2014-03-20,51.2307931,4.4423175,"Beyoncé at Sportpaleis (March 20, 2014)",0.702204
"Amsterdam, Netherlands",2014-03-19,52.3134468,4.9371913,"Beyoncé with Monsieur Adi, Hmh, and Arena at Ziggo Dome (March 19, 2014)",0.666134
"Amsterdam, Netherlands",2014-03-18,52.3134468,4.9371913,"Beyoncé with Monsieur Adi, Hmh, and Arena at Ziggo Dome (March 18, 2014)",0.666134
"Cologne, Germany",2014-03-16,50.9389564,6.9841267,"Beyoncé with Zusatzshow at Lanxess Arena (March 16, 2014)",0.666648
"Cologne, Germany",2014-03-15,50.9389564,6.9841267,"Beyoncé at Lanxess Arena (March 15, 2014)",0.666648
"Dublin, Ireland",2014-03-12,53.3473601,-6.2368936,"Beyoncé at The O2 (March 12, 2014)",0.649994
"Dublin, Ireland",2014-03-11,53.3473601,-6.2368936,"Beyoncé at The O2 (March 11, 2014)",0.649994
"Dublin, Ireland",2014-03-09,53.3473601,-6.2368936,"Beyoncé at The O2 (March 9, 2014)",0.649994
"Dublin, Ireland",2014-03-08,53.3473601,-6.2368936,"Beyoncé at The O2 (March 8, 2014)",0.649994
"London, UK",2014-03-07,51.47095,-0.1119528,"Gold Teeth with Beyoncé at Brixton Jamm (March 7, 2014)",0.649994
"London, UK",2014-03-06,51.4967304,0.0056346,"Beyoncé and Iron Maiden with Rise To Remain at The O2 Arena (March 6, 2014)",0.696852
"London, UK",2014-03-05,51.4967304,0.0056346,"Beyoncé at The O2 Arena (March 5, 2014)",0.696852
"London, UK",2014-03-04,51.4967304,0.0056346,"Beyoncé at The O2 Arena (March 4, 2014)",0.696852
"London, UK",2014-03-02,51.4967304,0.0056346,"Beyoncé at The O2 Arena (March 2, 2014)",0.696852
"London, UK",2014-03-01,51.4967304,0.0056346,"Beyoncé at The O2 Arena (March 1, 2014)",0.696852
"London, UK",2014-02-28,51.4967304,0.0056346,"Beyoncé at The O2 Arena (February 28, 2014)",0.696852
"Manchester, UK",2014-02-26,53.487311,-2.2433451,"Beyoncé at Manchester Arena (February 26, 2014)",0.649994
"Manchester, UK",2014-02-25,53.487311,-2.2433451,"Beyoncé at Manchester Arena (February 25, 2014)",0.649994
"Birmingham, UK",2014-02-24,52.4491038,-1.7170202,"Beyoncé at Genting Arena (February 24, 2014)",0.666648
"Birmingham, UK",2014-02-23,52.4491038,-1.7170202,"Beyoncé at Genting Arena (February 23, 2014)",0.666648
"Glasgow, UK",2014-02-21,55.8608628,-4.2881348,"Beyoncé at The SSE Hydro (February 21, 2014)",0.649994
"Glasgow, UK",2014-02-20,55.8608628,-4.2881348,"Beyoncé at The SSE Hydro (February 20, 2014)",0.649994
"Brooklyn, NY, US",2013-12-22,40.6834879,-73.9760265,"Beyoncé at Barclays Center (December 22, 2013)",0.649994
"Boston, MA, US",2013-12-20,42.3661881,-71.0621482,"Beyoncé at TD Garden (December 20, 2013)",0.649994
"Brooklyn, NY, US",2013-12-19,40.6834879,-73.9760265,"Beyoncé at Barclays Center (December 19, 2013)",0.649994
"Washington, DC, US",2013-12-18,38.8975641,-77.0210577,"Beyoncé at Verizon Center (December 18, 2013)",0.649994
"Toronto, ON, Canada",2013-12-16,43.6440859,-79.3783696,"Beyoncé at Air Canada Centre (December 16, 2013)",0.649994
"St Louis, MO, US",2013-12-14,38.626175,-90.202131,"Beyoncé at Scottrade Center (December 14, 2013)",0.649994
"Chicago, IL, US",2013-12-13,41.8812601,-87.674145,"Beyoncé at United Center (December 13, 2013)",0.649994
"Louisville, KY, US",2013-12-12,38.2566416,-85.7539205,"Beyoncé at KFC Yum! Center (December 12, 2013)",0.649994
"Houston, TX, US",2013-12-10,29.7519787,-95.3621823,"Beyoncé at Toyota Center (December 10, 2013)",0.649994
"Dallas, TX, US",2013-12-09,32.790442,-96.810159,"Beyoncé at American Airlines Center (December 9, 2013)",0.649994
"Phoenix, AZ, US",2013-12-07,33.445899,-112.071313,"Beyoncé at Talking Stick Resort Arena (December 7, 2013)",0.649994
"Las Vegas, NV, US",2013-12-06,36.1022507,-115.1699679,"Beyoncé at Garden Arena - MGM Grand (December 6, 2013)",0.700666
"Los Angeles, CA, US",2013-12-03,34.042984,-118.2668182,"Beyoncé at Staples Center (December 3, 2013)",0.649994
"San Jose, CA, US",2013-12-02,37.3325116,-121.9011855,"Beyoncé at SAP Center at San Jose (December 2, 2013)",0.667419
"Vancouver, BC, Canada",2013-11-30,49.2776612,-123.1081074,"Beyoncé at Rogers Arena (November 30, 2013)",0.649994
"Perth, WA, Australia",2013-11-09,-31.94843,115.85211,"Beyoncé at RAC Arena (November 9, 2013)",0.721431
"Perth, WA, Australia",2013-11-08,-31.94843,115.85211,"Beyoncé at RAC Arena (November 8, 2013)",0.721431
"Adelaide, SA, Australia",2013-11-06,-34.9078782,138.5736097,"Beyoncé at Adelaide Entertainment Centre (November 6, 2013)",0.718192
"Adelaide, SA, Australia",2013-11-05,-34.9078782,138.5736097,"Beyoncé at Adelaide Entertainment Centre (November 5, 2013)",0.718192
